Rk,Date,School,,Opponent,,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Cmp,Att,Pct,Yds,TD,Int,Rate,Ret,Yds,Avg,TD,Solo,Ast,Tot,Loss,Sk
1,2019-08-30,Michigan State,,Tulsa,W,6,56,9.3,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0.0,0.0
2,2019-09-07,Michigan State,,Western Michigan,W,10,185,18.5,1,0,0,,0,1,1,100.0,17,0,0,242.8,2,41,20.5,0,0,0,0,0.0,0.0
3,2019-09-14,Michigan State,,Arizona State,L,9,121,13.4,0,0,0,,0,0,0,,0,0,0,,1,19,19.0,0,0,0,0,0.0,0.0
4,2019-09-21,Michigan State,@,Northwestern,W,5,77,15.4,0,1,-8,-8.0,0,0,0,,0,0,0,,1,31,31.0,0,0,0,0,0.0,0.0
5,2019-09-28,Michigan State,,Indiana,W,5,117,23.4,2,0,0,,0,0,0,,0,0,0,,2,42,21.0,0,0,0,0,0.0,0.0
6,2019-10-05,Michigan State,@,Ohio State,L,6,68,11.3,1,0,0,,0,0,0,,0,0,0,,0,0,,0,1,0,1,0.0,0.0
7,2019-10-12,Michigan State,@,Wisconsin,L,5,59,11.8,0,1,-5,-5.0,0,0,0,,0,0,0,,1,18,18.0,0,0,0,0,0.0,0.0
8,2019-10-26,Michigan State,,Penn State,L,1,11,11.0,0,0,0,,0,0,0,,0,0,0,,1,24,24.0,0,0,0,0,0.0,0.0
9,2019-12-27,Michigan State,N,Wake Forest*,W,2,3,1.5,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0.0,0.0
