Rk,Date,School,,Opponent,,Rec,Yds,Avg,TD,Solo,Ast,Tot,Loss,Sk
1,2019-08-29,Texas A&M,,Texas State,W,1,12,12.0,0,0,0,0,0.0,0.0
2,2019-09-07,Texas A&M,@,Clemson,L,6,60,10.0,0,0,0,0,0.0,0.0
3,2019-09-14,Texas A&M,,Lamar,W,6,83,13.8,0,0,0,0,0.0,0.0
4,2019-09-21,Texas A&M,,Auburn,L,4,45,11.3,0,0,0,0,0.0,0.0
5,2019-10-12,Texas A&M,,Alabama,L,1,5,5.0,0,0,0,0,0.0,0.0
6,2019-10-19,Texas A&M,@,Mississippi,W,2,23,11.5,1,1,0,1,0.0,0.0
7,2019-10-26,Texas A&M,,Mississippi State,W,4,44,11.0,1,0,0,0,0.0,0.0
8,2019-11-02,Texas A&M,,Texas-San Antonio,W,3,31,10.3,0,0,0,0,0.0,0.0
9,2019-11-23,Texas A&M,@,Georgia,L,3,48,16.0,0,0,0,0,0.0,0.0
